,1575364833,США объяснили работу над ядерными крылатыми ракетами сдерживанием России,"ВАШИНГТОН, 4 авг — РИА Новости. Разработка и развертывание ядерных крылатых ракет морского базирования необходимы для сдерживания России, говорится в заявлении на сайте Пентагона. В документе отмечается, что США сняли с дежурства последнюю такую ракету еще в 2010 году. ""Россия, напротив, продолжала широкую программу модернизации и расширения театра действий для (ядерного оружия) малой мощности и тактического ядерного вооружения"", — говорится в заявлении. Ядерная доктрина США 2018 года предписывает восполнить пробел в этой сфере и упрочить сдерживание в отношении ядерных зарядов малой мощности, напомнили в Пентагоне. В ""Основах государственной политики в области ядерного сдерживания"", которые Владимир Путин подписал 2 июня, говорится, что ""Российская Федерация рассматривает ядерное оружие исключительно как средство сдерживания, применение которого является крайней вынужденной мерой"". Это уже не первое заявление Пентагона за последнее время о ""сдерживании России"". Так, на минувшей неделе глава ведомства Марк Эспер сообщил, что Вашингтон выведет из Германии почти 12 тысяч военных. Он добавил, что 4500 военнослужащих бронетанковых войск вернутся в США, а другие подразделения продолжат размещаться на ротационной основе ""на востоке и в районе Черного моря"", чтобы ""усиливать сдерживание"" России и обеспечивать безопасность союзников на юго-восточном фланге.",https://cdn22.img.ria.ru/images/155034/00/1550340087_0:0:2100:1400_1440x900_80_0_1_8687d37a88d26b0749060bf7d36c8766.jpg?source-sid=cc_0,18:06 04.08.2020,,,https://ria.ru/20200804/1575364833.html
,1575364879,Цена на золото впервые в истории превысила две тысячи долларов за унцию,"МОСКВА, 4 авг — РИА Новости. Цены на золото в октябре превысят две тысячи долларов за унцию, свидетельствуют данные торгов. Именно столько стал стоить фьючерс на нью-йоркской бирже Comex. Также более чем на четыре процента выросла ожидаемая цена на серебро в сентябре. При этом физический объем сделок с золотом на Мосбирже по итогам января — июля 2020 года снизился на 41,07%. В денежном выражении на площадке за этот период заключено сделок с золотом и серебром на общую сумму 23,525 миллиарда рублей. Участниками биржевого рынка золота и серебра являются 63 организации: 48 банков, 13 профучастников рынка ценных бумаг (брокерские компании и их клиенты), а также Банк России, который с ноября 2017 года наряду с покупкой золота на внебиржевом рынке выставляет заявки на покупку золота на торгах Мосбиржи.",https://cdn24.img.ria.ru/images/155060/56/1550605625_0:0:2958:2047_1440x900_80_1_1_5373d3acf7a232c1aeb2e77ed7d8ff0f.jpg?source-sid=rian_photo,18:20 04.08.2020,,,https://ria.ru/20200804/1575364879.html
sourse_link,code,title,text,image,pub_date,author,tags,url
,1575359452,"""Россия боится нас потерять"". Что сказал Лукашенко в своем послании","МОСКВА, 4 авг — РИА Новости. Александр Лукашенко обычно выступал с посланием весной. На этот раз он изменил традиции и обратился к нации летом, в первый день досрочного голосования на выборах главы государства. Действующий президент назвал Китай другом, предупредил о зомбировании тех, кто ""думает айфоном"", и потребовал от оппонентов не путаться под ногами, а дать ""спасти страну"". РИА Новости — о том, что еще сообщил белорусский лидер согражданам. Описывая происходящее в мире, Лукашенко расставил акценты так, чтобы было понятно: надеяться надо только на себя. Глава государства перечислил все неприятности 2020-го: пандемия, обрушение цен на нефть, кризис в экономике, волна протестов и вооруженных конфликтов. ""И это только начало"", — ""обнадежил"" он. Президент подчеркнул, что худшее еще впереди: ""Мир становится все более нестабилен и непредсказуем. Насколько — никто сегодня предсказать не сможет. Принципиальные противоречия между государствами и блоками, накопленные за последние десятилетия, переходят в острую конфликтную стадию"". И нужно хорошенько разобраться, что ""происходит в этом мире"". ""Всех остальных, кто не умеет думать, кто думает айфоном или телефоном, будут кромсать, будут долбать, будут давить не на сознание, а на подсознание и зомбировать"", — предупредил глава государства. Пандемию белорусский лидер назвал темой для прикрытия ""бесцеремонной реализации основными мировыми игроками своих внешнеполитических и торгово-экономических амбиций"". Вместе с тем, по мнению Лукашенко, у Минска очень прочные геополитические позиции в мире. ""Россия боится нас потерять: ведь, кроме нас, у нее не осталось по-настоящему близких союзников. И Запад в последнее время стал проявлять к нам все более предметный интерес"", — перечислил он, включив в число друзей и Китай. При этом президент выразил уверенность в том, что Белоруссия всегда будет союзницей России, независимо от того, кто ""у власти в обеих странах"". ""Даже несмотря на то, что соседка поменяла братские отношения с нами на партнерские"", — уточнил он. Отдельно Лукашенко обратился к молодежи с призывом не поддаваться на манипуляции. Представители нового поколения — свободомыслящие, отметил он. И добавил: ""Которые нас теперь и упрекают"". После комплимента перешел к наставлениям: ""Именно на чувствах справедливости и небезразличия наших молодых людей сейчас и строятся противниками недобросовестные технологии вовлечения молодежи в политический процесс"". И привел примеры: девизы типа ""не будь рабом"", ""мы народ, а не народец"", ""не дай украсть свой голос"". Легко запоминается, легко произносится. Но, заверил Лукашенко, ""никто не собирается красть ничьи голоса, как бы нас ни упрекали в цензуре"". Несколько слов на белорусском президент адресовал ""национально-сознательным"" гражданам: ""Язык навсегда будет не только в каждом нашем сердце, но и останется фундаментом государственной независимости"". Заочно Лукашенко вступил в полемику с соперниками на выборах, требующими перемен и восстановления Конституции 1994 года. Тогда больше полномочий было у парламента — Верховного совета республики. ""Осуществляя ""перамены"", нужно идти от людей и станка, — образно выразился глава государства. — Перемены должны приносить пользу стране, укрепляя ее, а не разрушая"". А восстановление прежнего Основного закона он осудил, сравнив это с возвращением в 90-е. ""Вернув Конституцию 1994 года, мы возродим безвластие, обезличим ответственность кадров. Тем, кто стоит за этими заявлениями, нужна неразбериха в стране, чтобы ""распилить"", порезать госсобственность, государственные предприятия и ""прихватизировать"", — уверял Лукашенко. И подчеркнул: ""Лимиты революций и разрушений белорусский народ исчерпал в прошлом веке"". Пообещав избирателям увеличение доходов, президент объяснил, как этого добьется: ""Никаких секретов нет. Будем больше производить и продавать на экспорт востребованную продукцию. В будущей пятилетке средняя зарплата в Беларуси вырастет в два раза"". По поводу ситуации с задержанными гражданами России, которых считают сотрудниками частной военной компании, Лукашенко сообщил, что их целенаправленно отправили в Белоруссию. ""Все это вранье: про Стамбул, про Венесуэлу, про Африку и Ливию. &lt;...&gt; Команда была — ждать"", — заявил он. По его словам, есть информация о некоем отряде боевиков, ""который переброшен на юг"". ""Мы должны, когда идет уборочная, бегать и ловить их в лесах"", — негодовал Лукашенко. Кроме того, по его словам, на раскачку ситуации в Белоруссии кем-то выделены миллиарды долларов. Глава государства допустил и некоторую самокритику. ""Я не святой, но готовы ли вы эти полномочия с этой конституцией передать другому?"" — задался он вопросом. Видимо, к оппонентам и колеблющимся обратился с призывом: ""Не путайтесь под ногами — дайте спасти страну"". Белорусский президент сказал, когда все уладится — через год-два. А напоследок предупредил, что нельзя ничего решать ""на эмоциях"".",https://cdn22.img.ria.ru/images/07e4/08/04/1575350088_0:0:665:450_1440x900_80_0_1_196e8acd22fdea58550db2ff308605ac.jpg?source-sid=not_rian_photo,17:09 04.08.2020,,,https://ria.ru/20200804/1575359452.html
,1575364833,США объяснили работу над ядерными крылатыми ракетами сдерживанием России,"ВАШИНГТОН, 4 авг — РИА Новости. Разработка и развертывание ядерных крылатых ракет морского базирования необходимы для сдерживания России, говорится в заявлении на сайте Пентагона. В документе отмечается, что США сняли с дежурства последнюю такую ракету еще в 2010 году. ""Россия, напротив, продолжала широкую программу модернизации и расширения театра действий для (ядерного оружия) малой мощности и тактического ядерного вооружения"", — говорится в заявлении. Ядерная доктрина США 2018 года предписывает восполнить пробел в этой сфере и упрочить сдерживание в отношении ядерных зарядов малой мощности, напомнили в Пентагоне. В ""Основах государственной политики в области ядерного сдерживания"", которые Владимир Путин подписал 2 июня, говорится, что ""Российская Федерация рассматривает ядерное оружие исключительно как средство сдерживания, применение которого является крайней вынужденной мерой"". Это уже не первое заявление Пентагона за последнее время о ""сдерживании России"". Так, на минувшей неделе глава ведомства Марк Эспер сообщил, что Вашингтон выведет из Германии почти 12 тысяч военных. Он добавил, что 4500 военнослужащих бронетанковых войск вернутся в США, а другие подразделения продолжат размещаться на ротационной основе ""на востоке и в районе Черного моря"", чтобы ""усиливать сдерживание"" России и обеспечивать безопасность союзников на юго-восточном фланге.",https://cdn22.img.ria.ru/images/155034/00/1550340087_0:0:2100:1400_1440x900_80_0_1_8687d37a88d26b0749060bf7d36c8766.jpg?source-sid=cc_0,18:06 04.08.2020,,,https://ria.ru/20200804/1575364833.html
,1575364879,Цена на золото впервые в истории превысила две тысячи долларов за унцию,"МОСКВА, 4 авг — РИА Новости. Цены на золото в октябре превысят две тысячи долларов за унцию, свидетельствуют данные торгов. Именно столько стал стоить фьючерс на нью-йоркской бирже Comex. Также более чем на четыре процента выросла ожидаемая цена на серебро в сентябре. При этом физический объем сделок с золотом на Мосбирже по итогам января — июля 2020 года снизился на 41,07%. В денежном выражении на площадке за этот период заключено сделок с золотом и серебром на общую сумму 23,525 миллиарда рублей. Участниками биржевого рынка золота и серебра являются 63 организации: 48 банков, 13 профучастников рынка ценных бумаг (брокерские компании и их клиенты), а также Банк России, который с ноября 2017 года наряду с покупкой золота на внебиржевом рынке выставляет заявки на покупку золота на торгах Мосбиржи.",https://cdn24.img.ria.ru/images/155060/56/1550605625_0:0:2958:2047_1440x900_80_1_1_5373d3acf7a232c1aeb2e77ed7d8ff0f.jpg?source-sid=rian_photo,18:20 04.08.2020,,,https://ria.ru/20200804/1575364879.html
sourse_link,code,title,text,image,pub_date,author,tags,url,images
,1575359452,"""Россия боится нас потерять"". Что сказал Лукашенко в своем послании","МОСКВА, 4 авг — РИА Новости. Александр Лукашенко обычно выступал с посланием весной. На этот раз он изменил традиции и обратился к нации летом, в первый день досрочного голосования на выборах главы государства. Действующий президент назвал Китай другом, предупредил о зомбировании тех, кто ""думает айфоном"", и потребовал от оппонентов не путаться под ногами, а дать ""спасти страну"". РИА Новости — о том, что еще сообщил белорусский лидер согражданам. Описывая происходящее в мире, Лукашенко расставил акценты так, чтобы было понятно: надеяться надо только на себя. Глава государства перечислил все неприятности 2020-го: пандемия, обрушение цен на нефть, кризис в экономике, волна протестов и вооруженных конфликтов. ""И это только начало"", — ""обнадежил"" он. Президент подчеркнул, что худшее еще впереди: ""Мир становится все более нестабилен и непредсказуем. Насколько — никто сегодня предсказать не сможет. Принципиальные противоречия между государствами и блоками, накопленные за последние десятилетия, переходят в острую конфликтную стадию"". И нужно хорошенько разобраться, что ""происходит в этом мире"". ""Всех остальных, кто не умеет думать, кто думает айфоном или телефоном, будут кромсать, будут долбать, будут давить не на сознание, а на подсознание и зомбировать"", — предупредил глава государства. Пандемию белорусский лидер назвал темой для прикрытия ""бесцеремонной реализации основными мировыми игроками своих внешнеполитических и торгово-экономических амбиций"". Вместе с тем, по мнению Лукашенко, у Минска очень прочные геополитические позиции в мире. ""Россия боится нас потерять: ведь, кроме нас, у нее не осталось по-настоящему близких союзников. И Запад в последнее время стал проявлять к нам все более предметный интерес"", — перечислил он, включив в число друзей и Китай. При этом президент выразил уверенность в том, что Белоруссия всегда будет союзницей России, независимо от того, кто ""у власти в обеих странах"". ""Даже несмотря на то, что соседка поменяла братские отношения с нами на партнерские"", — уточнил он. Отдельно Лукашенко обратился к молодежи с призывом не поддаваться на манипуляции. Представители нового поколения — свободомыслящие, отметил он. И добавил: ""Которые нас теперь и упрекают"". После комплимента перешел к наставлениям: ""Именно на чувствах справедливости и небезразличия наших молодых людей сейчас и строятся противниками недобросовестные технологии вовлечения молодежи в политический процесс"". И привел примеры: девизы типа ""не будь рабом"", ""мы народ, а не народец"", ""не дай украсть свой голос"". Легко запоминается, легко произносится. Но, заверил Лукашенко, ""никто не собирается красть ничьи голоса, как бы нас ни упрекали в цензуре"". Несколько слов на белорусском президент адресовал ""национально-сознательным"" гражданам: ""Язык навсегда будет не только в каждом нашем сердце, но и останется фундаментом государственной независимости"". Заочно Лукашенко вступил в полемику с соперниками на выборах, требующими перемен и восстановления Конституции 1994 года. Тогда больше полномочий было у парламента — Верховного совета республики. ""Осуществляя ""перамены"", нужно идти от людей и станка, — образно выразился глава государства. — Перемены должны приносить пользу стране, укрепляя ее, а не разрушая"". А восстановление прежнего Основного закона он осудил, сравнив это с возвращением в 90-е. ""Вернув Конституцию 1994 года, мы возродим безвластие, обезличим ответственность кадров. Тем, кто стоит за этими заявлениями, нужна неразбериха в стране, чтобы ""распилить"", порезать госсобственность, государственные предприятия и ""прихватизировать"", — уверял Лукашенко. И подчеркнул: ""Лимиты революций и разрушений белорусский народ исчерпал в прошлом веке"". Пообещав избирателям увеличение доходов, президент объяснил, как этого добьется: ""Никаких секретов нет. Будем больше производить и продавать на экспорт востребованную продукцию. В будущей пятилетке средняя зарплата в Беларуси вырастет в два раза"". По поводу ситуации с задержанными гражданами России, которых считают сотрудниками частной военной компании, Лукашенко сообщил, что их целенаправленно отправили в Белоруссию. ""Все это вранье: про Стамбул, про Венесуэлу, про Африку и Ливию. &lt;...&gt; Команда была — ждать"", — заявил он. По его словам, есть информация о некоем отряде боевиков, ""который переброшен на юг"". ""Мы должны, когда идет уборочная, бегать и ловить их в лесах"", — негодовал Лукашенко. Кроме того, по его словам, на раскачку ситуации в Белоруссии кем-то выделены миллиарды долларов. Глава государства допустил и некоторую самокритику. ""Я не святой, но готовы ли вы эти полномочия с этой конституцией передать другому?"" — задался он вопросом. Видимо, к оппонентам и колеблющимся обратился с призывом: ""Не путайтесь под ногами — дайте спасти страну"". Белорусский президент сказал, когда все уладится — через год-два. А напоследок предупредил, что нельзя ничего решать ""на эмоциях"".",,17:09 04.08.2020,,,https://ria.ru/20200804/1575359452.html,"https://cdn22.img.ria.ru/images/07e4/08/04/1575350088_0:0:665:450_1440x900_80_0_1_196e8acd22fdea58550db2ff308605ac.jpg?source-sid=not_rian_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575353332_0:0:3009:2048_1440x900_80_2_1_e52a4fd54b499c93269b5756d9bf8d2c.jpg?source-sid=sputnik_photo,https://cdn24.img.ria.ru/images/07e4/07/1d/1575112480_0:0:2549:1576_1440x900_80_2_1_5de082d6fe5d00e7eaad64bc11c183ca.jpg?source-sid=sputnik_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575358908_0:0:3072:2048_1440x900_80_2_1_41d8b254675114659e87ca6a1e08b8f6.jpg?source-sid=sputnik_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575349773_0:0:3278:2048_1440x900_80_0_1_3e515d9a4c2cf795466a3d6a811b3111.jpg?source-sid=reuters_photo"
,1575364833,США объяснили работу над ядерными крылатыми ракетами сдерживанием России,"ВАШИНГТОН, 4 авг — РИА Новости. Разработка и развертывание ядерных крылатых ракет морского базирования необходимы для сдерживания России, говорится в заявлении на сайте Пентагона. В документе отмечается, что США сняли с дежурства последнюю такую ракету еще в 2010 году. ""Россия, напротив, продолжала широкую программу модернизации и расширения театра действий для (ядерного оружия) малой мощности и тактического ядерного вооружения"", — говорится в заявлении. Ядерная доктрина США 2018 года предписывает восполнить пробел в этой сфере и упрочить сдерживание в отношении ядерных зарядов малой мощности, напомнили в Пентагоне. В ""Основах государственной политики в области ядерного сдерживания"", которые Владимир Путин подписал 2 июня, говорится, что ""Российская Федерация рассматривает ядерное оружие исключительно как средство сдерживания, применение которого является крайней вынужденной мерой"". Это уже не первое заявление Пентагона за последнее время о ""сдерживании России"". Так, на минувшей неделе глава ведомства Марк Эспер сообщил, что Вашингтон выведет из Германии почти 12 тысяч военных. Он добавил, что 4500 военнослужащих бронетанковых войск вернутся в США, а другие подразделения продолжат размещаться на ротационной основе ""на востоке и в районе Черного моря"", чтобы ""усиливать сдерживание"" России и обеспечивать безопасность союзников на юго-восточном фланге.",,18:06 04.08.2020,,,https://ria.ru/20200804/1575364833.html,https://cdn22.img.ria.ru/images/155034/00/1550340087_0:0:2100:1400_1440x900_80_0_1_8687d37a88d26b0749060bf7d36c8766.jpg?source-sid=cc_0
,1575364879,Цена на золото впервые в истории превысила две тысячи долларов за унцию,"МОСКВА, 4 авг — РИА Новости. Цены на золото в октябре превысят две тысячи долларов за унцию, свидетельствуют данные торгов. Именно столько стал стоить фьючерс на нью-йоркской бирже Comex. Также более чем на четыре процента выросла ожидаемая цена на серебро в сентябре. При этом физический объем сделок с золотом на Мосбирже по итогам января — июля 2020 года снизился на 41,07%. В денежном выражении на площадке за этот период заключено сделок с золотом и серебром на общую сумму 23,525 миллиарда рублей. Участниками биржевого рынка золота и серебра являются 63 организации: 48 банков, 13 профучастников рынка ценных бумаг (брокерские компании и их клиенты), а также Банк России, который с ноября 2017 года наряду с покупкой золота на внебиржевом рынке выставляет заявки на покупку золота на торгах Мосбиржи.",,18:20 04.08.2020,,,https://ria.ru/20200804/1575364879.html,https://cdn24.img.ria.ru/images/155060/56/1550605625_0:0:2958:2047_1440x900_80_1_1_5373d3acf7a232c1aeb2e77ed7d8ff0f.jpg?source-sid=rian_photo
sourse_link,code,title,text,image,pub_date,author,tags,url,images
,1575359452,"""Россия боится нас потерять"". Что сказал Лукашенко в своем послании","МОСКВА, 4 авг — РИА Новости. Александр Лукашенко обычно выступал с посланием весной. На этот раз он изменил традиции и обратился к нации летом, в первый день досрочного голосования на выборах главы государства. Действующий президент назвал Китай другом, предупредил о зомбировании тех, кто ""думает айфоном"", и потребовал от оппонентов не путаться под ногами, а дать ""спасти страну"". РИА Новости — о том, что еще сообщил белорусский лидер согражданам. Описывая происходящее в мире, Лукашенко расставил акценты так, чтобы было понятно: надеяться надо только на себя. Глава государства перечислил все неприятности 2020-го: пандемия, обрушение цен на нефть, кризис в экономике, волна протестов и вооруженных конфликтов. ""И это только начало"", — ""обнадежил"" он. Президент подчеркнул, что худшее еще впереди: ""Мир становится все более нестабилен и непредсказуем. Насколько — никто сегодня предсказать не сможет. Принципиальные противоречия между государствами и блоками, накопленные за последние десятилетия, переходят в острую конфликтную стадию"". И нужно хорошенько разобраться, что ""происходит в этом мире"". ""Всех остальных, кто не умеет думать, кто думает айфоном или телефоном, будут кромсать, будут долбать, будут давить не на сознание, а на подсознание и зомбировать"", — предупредил глава государства. Пандемию белорусский лидер назвал темой для прикрытия ""бесцеремонной реализации основными мировыми игроками своих внешнеполитических и торгово-экономических амбиций"". Вместе с тем, по мнению Лукашенко, у Минска очень прочные геополитические позиции в мире. ""Россия боится нас потерять: ведь, кроме нас, у нее не осталось по-настоящему близких союзников. И Запад в последнее время стал проявлять к нам все более предметный интерес"", — перечислил он, включив в число друзей и Китай. При этом президент выразил уверенность в том, что Белоруссия всегда будет союзницей России, независимо от того, кто ""у власти в обеих странах"". ""Даже несмотря на то, что соседка поменяла братские отношения с нами на партнерские"", — уточнил он. Отдельно Лукашенко обратился к молодежи с призывом не поддаваться на манипуляции. Представители нового поколения — свободомыслящие, отметил он. И добавил: ""Которые нас теперь и упрекают"". После комплимента перешел к наставлениям: ""Именно на чувствах справедливости и небезразличия наших молодых людей сейчас и строятся противниками недобросовестные технологии вовлечения молодежи в политический процесс"". И привел примеры: девизы типа ""не будь рабом"", ""мы народ, а не народец"", ""не дай украсть свой голос"". Легко запоминается, легко произносится. Но, заверил Лукашенко, ""никто не собирается красть ничьи голоса, как бы нас ни упрекали в цензуре"". Несколько слов на белорусском президент адресовал ""национально-сознательным"" гражданам: ""Язык навсегда будет не только в каждом нашем сердце, но и останется фундаментом государственной независимости"". Заочно Лукашенко вступил в полемику с соперниками на выборах, требующими перемен и восстановления Конституции 1994 года. Тогда больше полномочий было у парламента — Верховного совета республики. ""Осуществляя ""перамены"", нужно идти от людей и станка, — образно выразился глава государства. — Перемены должны приносить пользу стране, укрепляя ее, а не разрушая"". А восстановление прежнего Основного закона он осудил, сравнив это с возвращением в 90-е. ""Вернув Конституцию 1994 года, мы возродим безвластие, обезличим ответственность кадров. Тем, кто стоит за этими заявлениями, нужна неразбериха в стране, чтобы ""распилить"", порезать госсобственность, государственные предприятия и ""прихватизировать"", — уверял Лукашенко. И подчеркнул: ""Лимиты революций и разрушений белорусский народ исчерпал в прошлом веке"". Пообещав избирателям увеличение доходов, президент объяснил, как этого добьется: ""Никаких секретов нет. Будем больше производить и продавать на экспорт востребованную продукцию. В будущей пятилетке средняя зарплата в Беларуси вырастет в два раза"". По поводу ситуации с задержанными гражданами России, которых считают сотрудниками частной военной компании, Лукашенко сообщил, что их целенаправленно отправили в Белоруссию. ""Все это вранье: про Стамбул, про Венесуэлу, про Африку и Ливию. &lt;...&gt; Команда была — ждать"", — заявил он. По его словам, есть информация о некоем отряде боевиков, ""который переброшен на юг"". ""Мы должны, когда идет уборочная, бегать и ловить их в лесах"", — негодовал Лукашенко. Кроме того, по его словам, на раскачку ситуации в Белоруссии кем-то выделены миллиарды долларов. Глава государства допустил и некоторую самокритику. ""Я не святой, но готовы ли вы эти полномочия с этой конституцией передать другому?"" — задался он вопросом. Видимо, к оппонентам и колеблющимся обратился с призывом: ""Не путайтесь под ногами — дайте спасти страну"". Белорусский президент сказал, когда все уладится — через год-два. А напоследок предупредил, что нельзя ничего решать ""на эмоциях"".",,17:09 04.08.2020,,,https://ria.ru/20200804/1575359452.html,"https://cdn22.img.ria.ru/images/07e4/08/04/1575350088_0:0:665:450_1440x900_80_0_1_196e8acd22fdea58550db2ff308605ac.jpg?source-sid=not_rian_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575353332_0:0:3009:2048_1440x900_80_2_1_e52a4fd54b499c93269b5756d9bf8d2c.jpg?source-sid=sputnik_photo,https://cdn24.img.ria.ru/images/07e4/07/1d/1575112480_0:0:2549:1576_1440x900_80_2_1_5de082d6fe5d00e7eaad64bc11c183ca.jpg?source-sid=sputnik_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575358908_0:0:3072:2048_1440x900_80_2_1_41d8b254675114659e87ca6a1e08b8f6.jpg?source-sid=sputnik_photo,https://cdn22.img.ria.ru/images/07e4/08/04/1575349773_0:0:3278:2048_1440x900_80_0_1_3e515d9a4c2cf795466a3d6a811b3111.jpg?source-sid=reuters_photo"
,1575364833,США объяснили работу над ядерными крылатыми ракетами сдерживанием России,"ВАШИНГТОН, 4 авг — РИА Новости. Разработка и развертывание ядерных крылатых ракет морского базирования необходимы для сдерживания России, говорится в заявлении на сайте Пентагона. В документе отмечается, что США сняли с дежурства последнюю такую ракету еще в 2010 году. ""Россия, напротив, продолжала широкую программу модернизации и расширения театра действий для (ядерного оружия) малой мощности и тактического ядерного вооружения"", — говорится в заявлении. Ядерная доктрина США 2018 года предписывает восполнить пробел в этой сфере и упрочить сдерживание в отношении ядерных зарядов малой мощности, напомнили в Пентагоне. В ""Основах государственной политики в области ядерного сдерживания"", которые Владимир Путин подписал 2 июня, говорится, что ""Российская Федерация рассматривает ядерное оружие исключительно как средство сдерживания, применение которого является крайней вынужденной мерой"". Это уже не первое заявление Пентагона за последнее время о ""сдерживании России"". Так, на минувшей неделе глава ведомства Марк Эспер сообщил, что Вашингтон выведет из Германии почти 12 тысяч военных. Он добавил, что 4500 военнослужащих бронетанковых войск вернутся в США, а другие подразделения продолжат размещаться на ротационной основе ""на востоке и в районе Черного моря"", чтобы ""усиливать сдерживание"" России и обеспечивать безопасность союзников на юго-восточном фланге.",,18:06 04.08.2020,,,https://ria.ru/20200804/1575364833.html,https://cdn22.img.ria.ru/images/155034/00/1550340087_0:0:2100:1400_1440x900_80_0_1_8687d37a88d26b0749060bf7d36c8766.jpg?source-sid=cc_0
